Byrå ID,Orgnr,Skapad,aktiv/inaktiv,Användare,Namn,regdatum,Styrelseledamöter,Befattningshavare,Name (from Styrelseledamöter),Roll (from Styrelseledamöter),Orgnr (from Styrelseledamöter),Personnr (from Styrelseledamöter),Suppleanter,Address,telefon,mailaddress ,Verksamhetsbeskrivning,SNI kod,Beskrivning av kunden,Risk & compliance,Kunduppgifter,Telefonnr,e-post,Bolagsform,Ombud,Verklig huvudman,Skatterättslig hemvist,Frekvens,omfattning i h,Ytterligare beskrivning av kunden och verksamheten,Registreringsbevis,LINKED: Risker kopplad till tjänster,Kundens utvalda tjänster,Lookup Byråns högrisktjänster,Utvalda Högrisktjänster,KYC UTFÖRD DATUM,Riskbedömning utförd datum,sammanlagd risk,Motivering,risker kopplat till tjänster,Risksänkande åtgjärder,Kunden verkar i en högriskbransch,Riskhöjande faktorer tjänster,Riskhöjande faktorer övrigt,Risksänkande faktorer,Kommentar till riskfaktorerna ovan,Risker från KYC,Antal träffar PEP och sanktionslistor,Svar kvalitetsfrågor,Rapport PEP,Betalningar,PEP,Syfte med affärsförbindelsen,Tidshorisont affärsförbindelsen,Vilket ursprung har företagets kapital?,Har företaget transaktioner med andra länder?,Byrån har,Uppdraget kan antas,SNI-koder,Info fast pris,Avtalet gäller ifrån,Uppsägningstid,Uppdragsavtal,KYC dok,Momsuppdrag,Uppdrag,Uppdrag 2,Attachments,Uppdragstext,Kundens riskbedömning godkänd,Intelligence varning,Omsättning,firmateckning,Affärsmodell,registreringsland,Aktivt företag,Senaste årsredovisning,Fg årsredovisning,Ffg årsredovisning,Fg årsredovisning json,Ffg årsredovisning json,Senaste årsredovisning json,Senaste årsredovisning fil,Fg årsredovisning fil,Ffg årsredovisning fil,Högrisk SNI match,Riskklass
41,5566,2025-8-15 14:21,,25,"Affären AB

",,,,,,,,,,,,,,Beskrivning av kunden,Risk & Compliance,Kundens uppgifter,070-2462921,annika@rydenredovisning.se,AB,,Thomas Karlsson,Sverige,Kvartalsvis,,ddd,,"MOMS,Hantering av anläggningsregister och avskrivningar,Deklaration,AVSTÄMNING,Rådgivning,Löpande bokföring","Deklaration,ROT/RUT,Kundreskontra,Leverantörsreskontra,ÅRSREDOVISNING","MOMS, Hantering av anläggningsregister och avskrivningar",,2025-07-14 14:55,,,,,,,,,,,,,,,Betalkort,Verklig huvudman/ombud är PEP,Avancerad rådgivning kring skatter,Kortsiktigt,,Ja,"Kapacitet att ta emot kunden,Kundkännedom har uppnåtts,Kunden bedöms som seriös,Kunskap nog att hjälpa kunden",checked,,,2025-7-14,,,,,,,,"Signering av detta avtal innebär godkännande av följande underbilagor:

1. Allmänna villkor
2. Personuppgiftsbiträdesavtal


Avtalet avser de tjänster som specificeras nedan, 
uppdragstagaren åtar sig att utföra de tjänster som anges. Uppdragsavtalet kan fortlöpande utökas eller ändras till sin omfattning efter båda parters godkännande.

För fullständiga villkor - se bilaga 2 Allmänna villkor. 
De viktigaste punkterna är:
- Löpande bokföring: Underlag skall lämnas senast 15 dagar efter periodens slut.
- Löneadministration: Underlag för löneberäkning och attest skall lämnas minst 7 dagar före löneutbetalning.
- Korrekt information: Uppdragsgivaren ansvarar för att alla upplysningar och anvisningar är korrekta och följer gällande lag.
- Fullständiga uppgifter: Uppdragsgivaren ska tillhandahålla samtliga uppgifter som krävs för att uppdraget ska kunna utföras korrekt.
- Ansvar för redovisningen: Som kund är du alltid juridiskt ansvarig för din redovisning. Tveka inte att ställa frågor vid oklarheter. Vi garanterar hög kvalitet på vårt arbete.
",,,,,,,,,,,,,,,,,❌ Lågrisk,#ERROR!
41,5566444,2025-8-15 14:21,,25,"Avgasar EF
",,,,,,,,,,,,,,Beskrivning av kunden,Risk & Compliance,Kundens uppgifter,070-2462921,annika@rydenredovisning.se,AB,,Thomas Karlsson,Sverige,"""Endast vid bokslut/deklaration, en gång per år""",,ddd,,"MOMS,Hantering av anläggningsregister och avskrivningar,Deklaration,AVSTÄMNING,Rådgivning,Löpande bokföring","Kundreskontra,Leverantörsreskontra,ÅRSREDOVISNING","MOMS, Hantering av anläggningsregister och avskrivningar",,2025-07-14 14:56,,,,,,,,,,,,,,,Inga betalningar med kontanter/betalkort,Inte PEP,Normala redovisningstjänster för företag,Kortsiktigt,,Ja,"Kapacitet att ta emot kunden,Kundkännedom har uppnåtts,Kunden bedöms som seriös,Kunskap nog att hjälpa kunden",checked,,,2025-7-14,,,,,,,,"Signering av detta avtal innebär godkännande av följande underbilagor:

1. Allmänna villkor
2. Personuppgiftsbiträdesavtal


Avtalet avser de tjänster som specificeras nedan, 
uppdragstagaren åtar sig att utföra de tjänster som anges. Uppdragsavtalet kan fortlöpande utökas eller ändras till sin omfattning efter båda parters godkännande.

För fullständiga villkor - se bilaga 2 Allmänna villkor. 
De viktigaste punkterna är:
- Löpande bokföring: Underlag skall lämnas senast 15 dagar efter periodens slut.
- Löneadministration: Underlag för löneberäkning och attest skall lämnas minst 7 dagar före löneutbetalning.
- Korrekt information: Uppdragsgivaren ansvarar för att alla upplysningar och anvisningar är korrekta och följer gällande lag.
- Fullständiga uppgifter: Uppdragsgivaren ska tillhandahålla samtliga uppgifter som krävs för att uppdraget ska kunna utföras korrekt.
- Ansvar för redovisningen: Som kund är du alltid juridiskt ansvarig för din redovisning. Tveka inte att ställa frågor vid oklarheter. Vi garanterar hög kvalitet på vårt arbete.
",,,,,,,,,,,,,,,,,❌ Lågrisk,#ERROR!
41,"22533
",2025-8-15 16:17,,25,Annika,,,,,,,,,,,,,,Beskrivning av kunden,Risk & Compliance,Kundens uppgifter,070-2462921,annika@rydenredovisning.se,AB,,Thomas Karlsson,Sverige,Kvartalsvis,,50,,"MOMS,Hantering av anläggningsregister och avskrivningar,Deklaration,AVSTÄMNING,Rådgivning,Löpande bokföring","Hantering av anläggningsregister och avskrivningar,Deklaration,AVSTÄMNING,Rådgivning,Löpande bokföring","MOMS, Hantering av anläggningsregister och avskrivningar",Hantering av anläggningsregister och avskrivningar,2025-07-14 15:01,,,,,,,,,,,,,,,Betalkort,Närstående är PEP,Avancerad rådgivning kring skatter,Långsiktigt (mer än fem år),,Ja,"Kapacitet att ta emot kunden,Kundkännedom har uppnåtts,Kunden bedöms som seriös,Kunskap nog att hjälpa kunden",checked,,,2025-7-14,,,,,,,,"Signering av detta avtal innebär godkännande av följande underbilagor:

1. Allmänna villkor
2. Personuppgiftsbiträdesavtal


Avtalet avser de tjänster som specificeras nedan, 
uppdragstagaren åtar sig att utföra de tjänster som anges. Uppdragsavtalet kan fortlöpande utökas eller ändras till sin omfattning efter båda parters godkännande.

För fullständiga villkor - se bilaga 2 Allmänna villkor. 
De viktigaste punkterna är:
- Löpande bokföring: Underlag skall lämnas senast 15 dagar efter periodens slut.
- Löneadministration: Underlag för löneberäkning och attest skall lämnas minst 7 dagar före löneutbetalning.
- Korrekt information: Uppdragsgivaren ansvarar för att alla upplysningar och anvisningar är korrekta och följer gällande lag.
- Fullständiga uppgifter: Uppdragsgivaren ska tillhandahålla samtliga uppgifter som krävs för att uppdraget ska kunna utföras korrekt.
- Ansvar för redovisningen: Som kund är du alltid juridiskt ansvarig för din redovisning. Tveka inte att ställa frågor vid oklarheter. Vi garanterar hög kvalitet på vårt arbete.
",,,,,,,,,,,,,,,,,❌ Lågrisk,#ERROR!
41,0,2025-8-15 16:17,,25,Annika,,,,,,,,,,,,,,Beskrivning av kunden,Risk & Compliance,Kundens uppgifter,070-2462921,annika@rydenredovisning.se,AB,,Thomas Karlsson,Sverige,,0,fg,,"MOMS,Hantering av anläggningsregister och avskrivningar,Deklaration,AVSTÄMNING,Rådgivning,Löpande bokföring","Hantering av anläggningsregister och avskrivningar,Deklaration,AVSTÄMNING,Rådgivning,Löpande bokföring","MOMS, Hantering av anläggningsregister och avskrivningar",Hantering av anläggningsregister och avskrivningar,2025-07-14 15:04,,,,,,,,,,,,,,,Betalkort,Närstående är PEP,Normala redovisningstjänster för företag,Kortsiktigt,,Ja,"Kapacitet att ta emot kunden,Kundkännedom har uppnåtts,Kunden bedöms som seriös,Kunskap nog att hjälpa kunden",checked,,,2025-7-14,,,,,,,,"Signering av detta avtal innebär godkännande av följande underbilagor:

1. Allmänna villkor
2. Personuppgiftsbiträdesavtal


Avtalet avser de tjänster som specificeras nedan, 
uppdragstagaren åtar sig att utföra de tjänster som anges. Uppdragsavtalet kan fortlöpande utökas eller ändras till sin omfattning efter båda parters godkännande.

För fullständiga villkor - se bilaga 2 Allmänna villkor. 
De viktigaste punkterna är:
- Löpande bokföring: Underlag skall lämnas senast 15 dagar efter periodens slut.
- Löneadministration: Underlag för löneberäkning och attest skall lämnas minst 7 dagar före löneutbetalning.
- Korrekt information: Uppdragsgivaren ansvarar för att alla upplysningar och anvisningar är korrekta och följer gällande lag.
- Fullständiga uppgifter: Uppdragsgivaren ska tillhandahålla samtliga uppgifter som krävs för att uppdraget ska kunna utföras korrekt.
- Ansvar för redovisningen: Som kund är du alltid juridiskt ansvarig för din redovisning. Tveka inte att ställa frågor vid oklarheter. Vi garanterar hög kvalitet på vårt arbete.
",,,,,,,,,,,,,,,,,❌ Lågrisk,#ERROR!
43,5566778889,2025-8-15 14:21,,51,Thomas betong AB,,,,,,,,,,,,,,Beskrivning av kunden,Risk & Compliance,Kundens uppgifter,070-2462921,annika@rydenredovisning.se,AB,,Thomas Karlsson,Annat land,"""Behovsbaserat (t ex rådgivning, tillfälliga uppdrag)""",,Pewall AB bygger hemsidor till andra småföretag. Gör ocksp microcement. Bara ägaren är anställd,,"lönehantering,Löpande bokföring,Kundreskontra,Rådgivning,Moms,Årsredovisning","Utföra betalningsuppdrag,AVSTÄMNING,Deklaration,Rådgivning,ROT/RUT-hantering,Upprätta kontrollbalansräkning",Moms,,2025-07-24 14:37,2025-7-24,,,,,,,,,,,,,,Inga betalningar med kontanter/betalkort,Inte PEP,Avancerad rådgivning kring skatter,Kortsiktigt,,Nej,"Kapacitet att ta emot kunden,Kundkännedom har uppnåtts,Kunden bedöms som seriös,Kunskap nog att hjälpa kunden",checked,,,2025-7-24,,,,,,,,"Signering av detta avtal innebär godkännande av följande underbilagor:

1. Allmänna villkor
2. Personuppgiftsbiträdesavtal


Avtalet avser de tjänster som specificeras nedan, 
uppdragstagaren åtar sig att utföra de tjänster som anges. Uppdragsavtalet kan fortlöpande utökas eller ändras till sin omfattning efter båda parters godkännande.

För fullständiga villkor - se bilaga 2 Allmänna villkor. 
De viktigaste punkterna är:
- Löpande bokföring: Underlag skall lämnas senast 15 dagar efter periodens slut.
- Löneadministration: Underlag för löneberäkning och attest skall lämnas minst 7 dagar före löneutbetalning.
- Korrekt information: Uppdragsgivaren ansvarar för att alla upplysningar och anvisningar är korrekta och följer gällande lag.
- Fullständiga uppgifter: Uppdragsgivaren ska tillhandahålla samtliga uppgifter som krävs för att uppdraget ska kunna utföras korrekt.
- Ansvar för redovisningen: Som kund är du alltid juridiskt ansvarig för din redovisning. Tveka inte att ställa frågor vid oklarheter. Vi garanterar hög kvalitet på vårt arbete.
",,,,,,,,,,,,,,,,,❌ Lågrisk,#ERROR!
42,5566778889,2025-8-15 14:21,,35,Annika Rydén,,,,,,,,,,,,,,Beskrivning av kunden,Risk & Compliance,Kundens uppgifter,,annika@rydenredovisning.se,AB,,Thomas Karlsson,Annat land,"""Behovsbaserat (t ex rådgivning, tillfälliga uppdrag)""",4,test,,"Löpande bokföring,Rådgivning,Inlämning periodisk sammanställning,Hantering av anläggningsregister och avskrivningar,Kundreskontra,Moms,ROT/RUT-hantering,Leverantörsreskontra,Utföra betalningsuppdrag,Avstämning,lönehantering,Årsredovisning,Upprätta kontrollbalansräkning,Deklaration",,"Hantering av anläggningsregister och avskrivningar, Moms, ROT/RUT-hantering, Utföra betalningsuppdrag",,,2025-7-31,hög,test,,dfgdfgdhg,Bemanning,,Otydlig affärsmodell,"""Enkel struktur, lätt att få överblick på transaktionerna""",,,,,,Inga betalningar med kontanter/betalkort,Närstående är PEP,Normala redovisningstjänster för företag,Långsiktigt (mer än fem år),,Ja,"Kapacitet att ta emot kunden,Kundkännedom har uppnåtts,Kunden bedöms som seriös,Kunskap nog att hjälpa kunden",checked,,,2025-7-31,,,,,,,,"Signering av detta avtal innebär godkännande av följande underbilagor:

1. Allmänna villkor
2. Personuppgiftsbiträdesavtal


Avtalet avser de tjänster som specificeras nedan, 
uppdragstagaren åtar sig att utföra de tjänster som anges. Uppdragsavtalet kan fortlöpande utökas eller ändras till sin omfattning efter båda parters godkännande.

För fullständiga villkor - se bilaga 2 Allmänna villkor. 
De viktigaste punkterna är:
- Löpande bokföring: Underlag skall lämnas senast 15 dagar efter periodens slut.
- Löneadministration: Underlag för löneberäkning och attest skall lämnas minst 7 dagar före löneutbetalning.
- Korrekt information: Uppdragsgivaren ansvarar för att alla upplysningar och anvisningar är korrekta och följer gällande lag.
- Fullständiga uppgifter: Uppdragsgivaren ska tillhandahålla samtliga uppgifter som krävs för att uppdraget ska kunna utföras korrekt.
- Ansvar för redovisningen: Som kund är du alltid juridiskt ansvarig för din redovisning. Tveka inte att ställa frågor vid oklarheter. Vi garanterar hög kvalitet på vårt arbete.
",,,,,,,,,,,,,,,,,❌ Lågrisk,#ERROR!
42,5590894589,2025-8-15 14:21,aktiv,35,Suhner International AB,,,,,,,,,,,,,,Beskrivning av kunden,Risk & Compliance,Kundens uppgifter,Field 9,Field 10,AB,Field 12,Alexandra Suhner,Sverige,Kvartalsvis,8,,,"Löpande bokföring,Rådgivning,Inlämning periodisk sammanställning,Hantering av anläggningsregister och avskrivningar,Kundreskontra,Moms,ROT/RUT-hantering,Leverantörsreskontra,Utföra betalningsuppdrag,Avstämning,lönehantering,Årsredovisning,Upprätta kontrollbalansräkning,Deklaration",,"Hantering av anläggningsregister och avskrivningar, Moms, ROT/RUT-hantering, Utföra betalningsuppdrag",,,,,,,,,,,,,,,,,,,,,,,"Kapacitet att ta emot kunden,Kundkännedom har uppnåtts,Kunden bedöms som seriös,Kunskap nog att hjälpa kunden",checked,,,2025-8-1,,,,,,,,,,,,,,,,,,,,,,,,,❌ Lågrisk,#ERROR!
42,5591059034,2025-8-15 14:21,aktiv,35,Övra Källehult gård AB,,,,,,,,,,,,,,Beskrivning av kunden,Risk & Compliance,Kundens uppgifter,070-9408338,tobias_andersson79@live.se,AB,,Tobias Andersson,Sverige,Kvartalsvis,5,,,"Löpande bokföring,Rådgivning,Inlämning periodisk sammanställning,Hantering av anläggningsregister och avskrivningar,Kundreskontra,Moms,ROT/RUT-hantering,Leverantörsreskontra,Utföra betalningsuppdrag,Avstämning,lönehantering,Årsredovisning,Upprätta kontrollbalansräkning,Deklaration",,"Hantering av anläggningsregister och avskrivningar, Moms, ROT/RUT-hantering, Utföra betalningsuppdrag",,,,,,,,,,,,,,,,,,,,,,,"Kapacitet att ta emot kunden,Kundkännedom har uppnåtts,Kunden bedöms som seriös,Kunskap nog att hjälpa kunden",checked,,,2025-8-1,,,,,,,,,,,,,,,,,,,,,,,,,❌ Lågrisk,#ERROR!
42,9012230083,2025-8-15 14:21,aktiv,35,Jessica Engell Cremen,,,,,,,,,,,,,,Beskrivning av kunden,Risk & Compliance,Kundens uppgifter,,jessicaengellcremen@live.com,EF,,Jessica Engell Cremen,Sverige,Årligen,2,,,"Löpande bokföring,Rådgivning,Inlämning periodisk sammanställning,Hantering av anläggningsregister och avskrivningar,Kundreskontra,Moms,ROT/RUT-hantering,Leverantörsreskontra,Utföra betalningsuppdrag,Avstämning,lönehantering,Årsredovisning,Upprätta kontrollbalansräkning,Deklaration",,"Hantering av anläggningsregister och avskrivningar, Moms, ROT/RUT-hantering, Utföra betalningsuppdrag",,,,,,,,,,,,,,,,,,,,,,,"Kapacitet att ta emot kunden,Kundkännedom har uppnåtts,Kunden bedöms som seriös,Kunskap nog att hjälpa kunden",checked,,,2025-8-1,,,,,,,,,,,,,,,,,,,,,,,,,❌ Lågrisk,#ERROR!
42,5564943065,2025-8-15 14:21,aktiv,35,ENA Operations AB,,,,,,,,,,,,,,Beskrivning av kunden,Risk & Compliance,Kundens uppgifter,0470-10980,inbox.lev.1064170@arkivplats.se,AB,,Åza Brennander,Sverige,Kvartalsvis,10,,,"Löpande bokföring,Rådgivning,Inlämning periodisk sammanställning,Hantering av anläggningsregister och avskrivningar,Kundreskontra,Moms,ROT/RUT-hantering,Leverantörsreskontra,Utföra betalningsuppdrag,Avstämning,lönehantering,Årsredovisning,Upprätta kontrollbalansräkning,Deklaration",,"Hantering av anläggningsregister och avskrivningar, Moms, ROT/RUT-hantering, Utföra betalningsuppdrag",,,,,,,,,,,,,,,,,,,,,,,"Kapacitet att ta emot kunden,Kundkännedom har uppnåtts,Kunden bedöms som seriös,Kunskap nog att hjälpa kunden",checked,,,2025-8-1,,,,,,,,,,,,,,,,,,,,,,,,,❌ Lågrisk,#ERROR!
42,5591771612,2025-8-15 14:21,aktiv,35,Eva Söderholm AB,,,,,,,,,,,,,,Beskrivning av kunden,Risk & Compliance,Kundens uppgifter,,,AB,,Eva Söderholm,Sverige,Kvartalsvis,5,,,"Löpande bokföring,Rådgivning,Inlämning periodisk sammanställning,Hantering av anläggningsregister och avskrivningar,Kundreskontra,Moms,ROT/RUT-hantering,Leverantörsreskontra,Utföra betalningsuppdrag,Avstämning,lönehantering,Årsredovisning,Upprätta kontrollbalansräkning,Deklaration",,"Hantering av anläggningsregister och avskrivningar, Moms, ROT/RUT-hantering, Utföra betalningsuppdrag",,,,,,,,,,,,,,,,,,,,,,,"Kapacitet att ta emot kunden,Kundkännedom har uppnåtts,Kunden bedöms som seriös,Kunskap nog att hjälpa kunden",checked,,,2025-8-1,,,,,,,,,,,,,,,,,,,,,,,,,❌ Lågrisk,#ERROR!
42,8608172717,2025-8-15 14:21,aktiv,35,John Herrlin,,,,,,,,,,,,,,Beskrivning av kunden,Risk & Compliance,Kundens uppgifter,,jherrlin@gmail.com,EF,,John Herrlin,Sverige,Årligen,2,,,"Löpande bokföring,Rådgivning,Inlämning periodisk sammanställning,Hantering av anläggningsregister och avskrivningar,Kundreskontra,Moms,ROT/RUT-hantering,Leverantörsreskontra,Utföra betalningsuppdrag,Avstämning,lönehantering,Årsredovisning,Upprätta kontrollbalansräkning,Deklaration",,"Hantering av anläggningsregister och avskrivningar, Moms, ROT/RUT-hantering, Utföra betalningsuppdrag",,,,,,,,,,,,,,,,,,,,,,,"Kapacitet att ta emot kunden,Kundkännedom har uppnåtts,Kunden bedöms som seriös,Kunskap nog att hjälpa kunden",checked,,,2025-8-1,,,,,,,,,,,,,,,,,,,,,,,,,❌ Lågrisk,#ERROR!
42,5111193511,2025-8-15 14:21,aktiv,35,LEIF PERSSON,,,,,,,,,,,,,,Beskrivning av kunden,Risk & Compliance,Kundens uppgifter,,leifperssonhem@gmail.com,EF,,LEIF PERSSON,Sverige,Årligen,5,,,"Löpande bokföring,Rådgivning,Inlämning periodisk sammanställning,Hantering av anläggningsregister och avskrivningar,Kundreskontra,Moms,ROT/RUT-hantering,Leverantörsreskontra,Utföra betalningsuppdrag,Avstämning,lönehantering,Årsredovisning,Upprätta kontrollbalansräkning,Deklaration",,"Hantering av anläggningsregister och avskrivningar, Moms, ROT/RUT-hantering, Utföra betalningsuppdrag",,,,,,,,,,,,,,,,,,,,,,,"Kapacitet att ta emot kunden,Kundkännedom har uppnåtts,Kunden bedöms som seriös,Kunskap nog att hjälpa kunden",checked,,,2025-8-1,,,,,,,,,,,,,,,,,,,,,,,,,❌ Lågrisk,#ERROR!
42,5592988686,2025-8-15 15:02,aktiv,35,Samfraktlogistik Sweden AB,2024-08-12,,,,,,,,"Järnvägsgatan 23,36256Ryd",,samfraktlogistik@hotmail.com,Företaget ska jobba med logistik och spedition både nationell och internationellt.,52290 - Övriga stödtjänster till transport,Beskrivning av kunden,Risk & Compliance,Kundens uppgifter,,maria.arnstrom@gmail.com,AB - Privat svenskt utan koncern,,"Per Erik Nicklas Svensson,Per Erik Nicklas Svensson,Zandra Svensson,Zandra Svensson",Sverige,Årligen,5,,,"Löpande bokföring,Rådgivning,Inlämning periodisk sammanställning,Hantering av anläggningsregister och avskrivningar,Kundreskontra,Moms,ROT/RUT-hantering,Leverantörsreskontra,Utföra betalningsuppdrag,Avstämning,lönehantering,Årsredovisning,Upprätta kontrollbalansräkning,Deklaration",,"Hantering av anläggningsregister och avskrivningar, Moms, ROT/RUT-hantering, Utföra betalningsuppdrag",,,,,,,,,,,,,,,,,,,,,,,"Kapacitet att ta emot kunden,Kundkännedom har uppnåtts,Kunden bedöms som seriös,Kunskap nog att hjälpa kunden",checked,Övriga stödtjänster till transport,,2025-8-1,,,,,,,,,,: ,2024: 500 - 749 tkr,,,,,,,,,,,,,,,Lågrisk
42,5591861579,2025-8-15 14:21,aktiv,35,Swedish Bee Company,,,,,,,,,,,,,,Beskrivning av kunden,Risk & Compliance,Kundens uppgifter,,,AB,,Mats Olofsson,Sverige,,,,,"Löpande bokföring,Rådgivning,Inlämning periodisk sammanställning,Hantering av anläggningsregister och avskrivningar,Kundreskontra,Moms,ROT/RUT-hantering,Leverantörsreskontra,Utföra betalningsuppdrag,Avstämning,lönehantering,Årsredovisning,Upprätta kontrollbalansräkning,Deklaration",,"Hantering av anläggningsregister och avskrivningar, Moms, ROT/RUT-hantering, Utföra betalningsuppdrag",,,,,,,,,,,,,,,,,,,,,,,"Kapacitet att ta emot kunden,Kundkännedom har uppnåtts,Kunden bedöms som seriös,Kunskap nog att hjälpa kunden",checked,,,2025-8-1,,,,,,,,,,,,,,,,,,,,,,,,,❌ Lågrisk,#ERROR!
42,,2025-8-15 14:21,aktiv,35,Reinout De Vries,,,,,,,,,,,,,,Beskrivning av kunden,Risk & Compliance,Kundens uppgifter,,,EF,,Reinout De Vries,Sverige,,,,,"Löpande bokföring,Rådgivning,Inlämning periodisk sammanställning,Hantering av anläggningsregister och avskrivningar,Kundreskontra,Moms,ROT/RUT-hantering,Leverantörsreskontra,Utföra betalningsuppdrag,Avstämning,lönehantering,Årsredovisning,Upprätta kontrollbalansräkning,Deklaration",,"Hantering av anläggningsregister och avskrivningar, Moms, ROT/RUT-hantering, Utföra betalningsuppdrag",,,,,,,,,,,,,,,,,,,,,,,"Kapacitet att ta emot kunden,Kundkännedom har uppnåtts,Kunden bedöms som seriös,Kunskap nog att hjälpa kunden",checked,,,2025-8-1,,,,,,,,,,,,,,,,,,,,,,,,,❌ Lågrisk,#ERROR!
42 copy copy copy copy copy,"5593473902
",2025-8-15 14:32,,35,Redovisningsbyrån Rydén & Co AB,,,,,,,,,"Klövervägen 41,34138Ljungby",,"annika@operandi.nu,Annika@rydenredovisning.se,hej@rydenredovisning.se",Företaget bedriver konsultverksamhet inom ekonomisk rådgivning och redovisning.,69201 - Redovisning och bokföring,Beskrivning av kunden,Risk & Compliance,Kundens uppgifter,,annika@rydenredovisning.se,Privat svenskt utan koncern,,"Annika Rydén,Annika Rydén,Torgny Rydén",Sverige,"""Endast vid bokslut/deklaration, en gång per år""",10,Handlar med värdepapper på reglerad marknad,,,,,,,2025-8-5,låg,sdgdfg,,fdgdgdgh,Bolagsbildning,,Bristfälliga bokföringsrutiner,"""Enkel struktur, lätt att få överblick på transaktionerna""",,,,,,Betalkort,Inte PEP,Normala redovisningstjänster för företag,Kortsiktigt,,Ja,"Kapacitet att ta emot kunden,Kundkännedom har uppnåtts,Kunden bedöms som seriös,Kunskap nog att hjälpa kunden",checked,Redovisning och bokföring,,2025-8-5,,,,,,,,,,annualReportDiscrepanciesÅrsstämman måste hållas inom sex månader från räkenskapsårets slut dvs 2025-06-30 men hölls 2025-07-22 vilket är 22 dagar för sent.,2024500 - 749 tkr,,,,,,,,,,,,,,69201,Högrisk
42 copy copy copy copy copy copy copy copy copy copy,"5593274185


",2025-8-15 14:21,,35,BeRa i Sverige AB,,,,,,,,,,,,,,Beskrivning av kunden,Risk & Compliance,Kundens uppgifter,,annika@rydenredovisning.se,Privat svenskt utan koncern,,"Daniel Berg,Daniel Berg,Robin Ralph,Robin Ralph",Sverige,"""Endast vid bokslut/deklaration, en gång per år""",10,Handlar med värdepapper på reglerad marknad,,,,,,,2025-8-5,låg,sdgdfg,,fdgdgdgh,Bolagsbildning,,Bristfälliga bokföringsrutiner,"""Enkel struktur, lätt att få överblick på transaktionerna""",,,,,,Betalkort,Inte PEP,Normala redovisningstjänster för företag,Kortsiktigt,,Ja,"Kapacitet att ta emot kunden,Kundkännedom har uppnåtts,Kunden bedöms som seriös,Kunskap nog att hjälpa kunden",checked,"Postorderhandel och detaljhandel på Internet med övriga varor,Postorderhandel och detaljhandel på Internet med brett sortiment,Postorderhandel och detaljhandel på Internet med beklädnadsvaror,Postorderhandel och detaljhandel på Internet med datorer och annan elektronisk utrustning,Postorderhandel och detaljhandel på Internet med bosättningsvaror",,2025-8-5,,,,,,,,,,,,,,,,,,,,,,,,,❌ Lågrisk,#ERROR!
47,559492-5413,2025-8-15 15:02,,69,Samfraktlogistik Sweden AB,,"Per Erik Nicklas Svensson,Zandra Svensson",,"Per Erik Nicklas Svensson, Zandra Svensson","STYRELSESUPPLEANT, STYRELSELEDAMOT","5592988686, 5592988686","198104132777, 198103252485",,"Järnvägsgatan 23,36256Ryd",,samfraktlogistik@hotmail.com,Företaget ska jobba med logistik och spedition både nationell och internationellt.,52290 - Övriga stödtjänster till transport,Beskrivning av kunden,Risk & Compliance,Kundens uppgifter,,,Privat svenskt utan koncern,,"Per Erik Nicklas Svensson,Per Erik Nicklas Svensson,Zandra Svensson,Zandra Svensson",Sverige,"""Endast vid bokslut/deklaration, en gång per år""",,,,"Inlämning periodisk sammanställning,Leverantörsreskontra,Avstämning,Utföra betalningsuppdrag,Rådgivning,lönehantering,Hantering av anläggningsregister och avskrivningar,Moms,ROT/RUT-hantering,Upprätta kontrollbalansräkning,Årsredovisning,Löpande bokföring,Deklaration,Kundreskontra",,"Utföra betalningsuppdrag, Hantering av anläggningsregister och avskrivningar, Moms, ROT/RUT-hantering",,,,,,,,,,,,,,,,,,,,,,,"Kapacitet att ta emot kunden,Kundkännedom har uppnåtts,Kunden bedöms som seriös,Kunskap nog att hjälpa kunden",checked,Övriga stödtjänster till transport,,2025-8-7,,,,,,,,,,: ,2024: 500 - 749 tkr,,,,,,,,,,,,,,,Lågrisk
